"category,id,providerName,planName,price,priceUnit,description,keyFeatures,logoUrl,providerColor,directUrl,rating,isSponsored,isGreen"
"electricity,act_nectr_clean,Nectr,Clean Plan,0,/yr,Variable rates with no lock-in,10% discount|Green energy|Variable rates|Solar feed-in 5c/kWh|Daily supply: 90c|Usage: 31c/kWh,https://nectr.com.au/logo.png,#00CC99,https://nectr.com.au/plans,3.4,FALSE,TRUE"
"electricity,wa_synergy_home,Synergy,Home Plan,0,/yr,Variable rates with no lock-in,Regulated rates|Variable rates|Solar feed-in 2c/kWh|Daily supply: 95c|Usage: 40c/kWh,https://www.synergy.net.au/logo.png,#CC0000,https://www.synergy.net.au/Residential/Plans,3.2,FALSE,FALSE"
"electricity,wa_horizon_home,Horizon Power,Home Plan,0,/yr,Variable rates with no lock-in,Regulated rates|Variable rates|Solar feed-in 2c/kWh|Daily supply: 95c|Usage: 40c/kWh,https://www.horizonpower.com.au/logo.png,#FF9900,https://www.horizonpower.com.au/residential/plans,3.1,FALSE,FALSE"
"electricity,wa_alinta_home,Alinta Energy,Home Deal,0,/yr,Variable rates with no lock-in,5% discount|Variable rates|Solar feed-in 2c/kWh|Daily supply: 98c|Usage: 41c/kWh,https://alintaenergy.com.au/logo.png,#FF0000,https://alintaenergy.com.au/residential/plans,3.5,FALSE,FALSE"
"electricity,tas_aurora_home,Aurora Energy,Home Plan,0,/yr,Variable rates with no lock-in,Regulated rates|Variable rates|Solar feed-in 2c/kWh|Daily supply: 90c|Usage: 38c/kWh,https://www.auroraenergy.com.au/logo.png,#00CC66,https://www.auroraenergy.com.au/plans,3.0,FALSE,FALSE"
"electricity,tas_1stenergy_home,1st Energy,Home Plan,0,/yr,Variable rates with no lock-in,5% discount|Variable rates|Solar feed-in 2c/kWh|Daily supply: 92c|Usage: 39c/kWh,https://1stenergy.com.au/logo.png,#0099CC,https://1stenergy.com.au/plans,3.3,FALSE,FALSE"
"electricity,nt_jacana_home,Jacana Energy,Home Plan,0,/yr,Variable rates with no lock-in,Regulated rates|Variable rates|Solar feed-in 2c/kWh|Daily supply: 95c|Usage: 40c/kWh,https://www.jacanaenergy.com.au/logo.png,#FFCC00,https://www.jacanaenergy.com.au/plans,3.0,FALSE,FALSE"
"gas,nsw_agl_smartsaver,AGL,AGL Smart Saver,70,/mo,Great for families with no lock-in,16% less than Reference Price|Up to $200 credits|No lock-in|Variable rates|Daily supply: 80c|Usage: 3c/MJ,https://upload.wikimedia.org/wikipedia/commons/4/4a/AGL_Energy_logo.svg,#ED0000,https://www.agl.com.au/residential/energy-plans,3.5,FALSE,FALSE"
"gas,nsw_agl_netflix,AGL,AGL Netflix Plan + AGL Smart Saver Gas,70,/mo,Includes Netflix with no lock-in,14% less than Reference Price|Up to $200 credits|No lock-in|Variable rates|Daily supply: 80c|Usage: 3c/MJ,https://upload.wikimedia.org/wikipedia/commons/4/4a/AGL_Energy_logo.svg,#ED0000,https://www.agl.com.au/residential/energy-plans,3.5,FALSE,FALSE"
"gas,nsw_agl_solarsavers,AGL,AGL Solar Savers + AGL Smart Saver Gas,70,/mo,Higher solar feed-in with no lock-in,8% less than Reference Price|Up to $200 credits|No lock-in|Variable rates|Daily supply: 80c|Usage: 3c/MJ,https://upload.wikimedia.org/wikipedia/commons/4/4a/AGL_Energy_logo.svg,#ED0000,https://www.agl.com.au/residential/energy-plans,3.5,FALSE,FALSE"
"gas,nsw_energyaus_flexi,EnergyAustralia,Flexi Plan,939,/yr,Variable rates with no lock-in,16% electricity|23% gas|Variable rates|Daily supply: 75c|Usage: 2.5c/MJ,https://www.energyaustralia.com.au/logo.png,#00A651,https://www.energyaustralia.com.au/plans,4.3,FALSE,FALSE"
"gas,nsw_energyaus_solarmax,EnergyAustralia,Solar Max & Flexi Plan,939,/yr,Higher feed-in tariff,23% gas|Variable rates|Daily supply: 75c|Usage: 2.5c/MJ,https://www.energyaustralia.com.au/logo.png,#00A651,https://www.energyaustralia.com.au/plans,4.3,FALSE,FALSE"
"gas,nsw_energyaus_ratefix,EnergyAustralia,Rate Fix,1073,/yr,Secure rates for 12 months,8% electricity|12% gas|Fixed rates|Daily supply: 75c|Usage: 2.5c/MJ,https://www.energyaustralia.com.au/logo.png,#00A651,https://www.energyaustralia.com.au/plans,4.3,FALSE,FALSE"
"gas,nsw_energyaus_standing,EnergyAustralia,Standing Offer Home,1219,/yr,Standing offer prices,Variable rates|Daily supply: 75c|Usage: 2.5c/MJ,https://www.energyaustralia.com.au/logo.png,#00A651,https://www.energyaustralia.com.au/plans,4.3,FALSE,FALSE"
"gas,nsw_tango_everyday,Tango Energy,Everyday Easy,151,/mo,Electricity/gas bundle,Estimated $1,350/year|eBilling/Direct Debit|Daily supply: 80c|Usage: 3c/MJ,https://www.tangoenergy.com/logo.png,#00C08B,https://tangoenergy.com.au/plans,4.0,FALSE,FALSE"
"gas,nsw_tango_bonus,Tango Energy,Bonus Booster,154,/mo,$150 elec + $50 gas credits,Estimated $1,274/year|eBilling/Direct Debit|Daily supply: 80c|Usage: 3c/MJ,https://www.tangoenergy.com/logo.png,#00C08B,https://tangoenergy.com.au/plans,4.0,FALSE,FALSE"
"gas,nsw_tango_back,Tango Energy,Back to Basics,158,/mo,Choose payment method,Estimated $1,424/year|No lock-in|Daily supply: 80c|Usage: 3c/MJ,https://www.tangoenergy.com/logo.png,#00C08B,https://tangoenergy.com.au/plans,4.0,FALSE,FALSE"
"gas,nsw_origin_go,Origin Energy,Go Gas Variable,900,/yr,Variable rates with no lock-in,15% discount|Variable rates|Daily supply: 70c|Usage: 2.8c/MJ,https://www.originenergy.com.au/logo.png,#FF6600,https://www.originenergy.com.au/energy-plans,4.2,FALSE,FALSE"
"gas,nsw_origin_basic,Origin Energy,Basic Gas,950,/yr,Great for families,10% discount|Variable rates|Daily supply: 70c|Usage: 2.8c/MJ,https://www.originenergy.com.au/logo.png,#FF6600,https://www.originenergy.com.au/energy-plans,4.2,FALSE,FALSE"
"gas,nsw_redenergy_qantas,Red Energy,Qantas Red Saver,900,/yr,Variable rates with no lock-in,15% discount|Qantas points|Variable rates|Daily supply: 68c|Usage: 2.7c/MJ,https://www.redenergy.com.au/logo.png,#CC0000,https://www.redenergy.com.au/plans,3.8,FALSE,FALSE"
"gas,nsw_redenergy_livingenergy,Red Energy,Living Energy Saver,950,/yr,Great for families,10% discount|Variable rates|Daily supply: 68c|Usage: 2.7c/MJ,https://www.redenergy.com.au/logo.png,#CC0000,https://www.redenergy.com.au/plans,3.8,FALSE,FALSE"
"gas,nsw_sumo_assured,Sumo,Assured Gas,900,/yr,Variable rates with no lock-in,15% discount|Variable rates|Daily supply: 70c|Usage: 2.8c/MJ,https://www.sumoelectrical.com.au/logo.png,#0066CC,https://www.sumoelectrical.com.au/plans,3.5,FALSE,FALSE"
"gas,nsw_sumo_saver,Sumo,Sumo Saver,950,/yr,Great value plan,10% discount|Variable rates|Daily supply: 70c|Usage: 2.8c/MJ,https://www.sumoelectrical.com.au/logo.png,#0066CC,https://www.sumoelectrical.com.au/plans,3.5,FALSE,FALSE"
"gas,nsw_powershop_standard,Powershop,Standard Saver,900,/yr,Variable rates with no lock-in,15% discount|Variable rates|Daily supply: 72c|Usage: 2.9c/MJ,https://powershop.com.au/logo.png,#00CC00,https://powershop.com.au/plans,3.7,FALSE,FALSE"
"gas,nsw_lumo_value,Lumo Energy,Value Green,900,/yr,Variable rates with no lock-in,15% discount|Green energy option|Variable rates|Daily supply: 70c|Usage: 2.8c/MJ,https://www.lumoenergy.com.au/logo.png,#FF9900,https://www.lumoenergy.com.au/energy-plans,3.6,FALSE,TRUE"
"gas,nsw_dodo_market,Dodo,Market Offer,900,/yr,Variable rates with no lock-in,15% discount|Variable rates|Daily supply: 68c|Usage: 2.7c/MJ,https://www.dodo.com/logo.png,#FF6600,https://www.dodo.com/energy-plans,3.4,FALSE,FALSE"
"gas,nsw_covau_freedom,CovaU,Freedom Plan,900,/yr,Variable rates with no lock-in,15% discount|Variable rates|Daily supply: 70c|Usage: 2.8c/MJ,https://www.covau.com.au/logo.png,#0099CC,https://www.covau.com.au/plans,3.2,FALSE,FALSE"
"gas,nsw_diamond_thrive,Diamond Energy,Thrive Plan,900,/yr,Variable rates with no lock-in,15% discount|Green energy|Variable rates|Daily supply: 70c|Usage: 2.8c/MJ,https://diamondenergy.com.au/logo.png,#00CC33,https://diamondenergy.com.au/plans,3.9,FALSE,TRUE"
"gas,nsw_globird_boost,GloBird Energy,Boost Plan,900,/yr,Variable rates with no lock-in,15% discount|Variable rates|Daily supply: 68c|Usage: 2.7c/MJ,https://globirdenergy.com.au/logo.png,#FFCC00,https://globirdenergy.com.au/plans,3.3,FALSE,FALSE"
"gas,nsw_alinta_home,Alinta Energy,Home Deal,900,/yr,Variable rates with no lock-in,15% discount|Variable rates|Daily supply: 70c|Usage: 2.8c/MJ,https://alintaenergy.com.au/logo.png,#FF0000,https://alintaenergy.com.au/residential/plans,3.5,FALSE,FALSE"
"gas,nsw_engin_saver,ENGIE,Saver Plan,900,/yr,Variable rates with no lock-in,15% discount|Variable rates|Daily supply: 68c|Usage: 2.7c/MJ,https://www.engie.com.au/logo.png,#009966,https://www.engie.com.au/plans,3.4,FALSE,FALSE"
"gas,nsw_energy_locals_online,Energy Locals,Online Member,0,/yr,Variable rates with no lock-in,Wholesale rates|Variable rates|Daily supply: 65c|Usage: 2.5c/MJ,https://energylocals.com.au/logo.png,#00CC66,https://energylocals.com.au/plans,3.8,FALSE,FALSE"
"gas,nsw_momentum_smile,Momentum Energy,SmilePower Flexi,900,/yr,Variable rates with no lock-in,15% discount|Variable rates|Daily supply: 70c|Usage: 2.8c/MJ,https://www.momentumenergy.com.au/logo.png,#FFCC00,https://www.momentumenergy.com.au/plans,3.6,FALSE,FALSE"
"gas,nsw_ovo_drive,OVO Energy,The EV Plan,0,/yr,Variable rates with no lock-in,EV charging credits|Variable rates|Daily supply: 65c|Usage: 2.5c/MJ,https://ovoenergy.com.au/logo.png,#0099FF,https://ovoenergy.com.au/plans,3.5,FALSE,FALSE"
"gas,nsw_nectr_clean,Nectr,Clean Plan,900,/yr,Variable rates with no lock-in,15% discount|Green energy|Variable rates|Daily supply: 70c|Usage: 2.8c/MJ,https://nectr.com.au/logo.png,#00CC99,https://nectr.com.au/plans,3.4,FALSE,TRUE"
"gas,vic_agl_smartsaver,AGL,Smart Saver,1956,/yr,Great for families with no lock-in,Variable rates|Daily supply: 104.07c|Usage first: 3.54c/MJ|Remaining: 3.07c/MJ,https://upload.wikimedia.org/wikipedia/commons/4/4a/AGL_Energy_logo.svg,#ED0000,https://www.agl.com.au/residential/energy-plans,3.5,FALSE,FALSE"
"gas,vic_energyaus_flexi,EnergyAustralia,Flexi Plan,939,/yr,Variable rates with no lock-in,Variable rates|Daily supply: 95c|Usage first: 3.2c/MJ|Remaining: 2.8c/MJ,https://www.energyaustralia.com.au/logo.png,#00A651,https://www.energyaustralia.com.au/plans,4.3,FALSE,FALSE"
"gas,vic_tango_standing_central,Tango Energy,Standing Offer,2790,/yr,Standing offer for VIC AGN Central,No discount|Daily supply: 121c|First 27.4MJ: 4.18c/MJ|Next 21.9MJ: 4.06c/MJ|Remaining: 4.00c/MJ,https://www.tangoenergy.com/logo.png,#00C08B,https://tangoenergy.com.au/plans,4.0,FALSE,FALSE"
"gas,vic_origin_go,Origin Energy,Go Gas Variable,1850,/yr,Variable rates with no lock-in,10% discount|Variable rates|Daily supply: 100c|Usage first: 3.5c/MJ|Remaining: 3.0c/MJ,https://www.originenergy.com.au/logo.png,#FF6600,https://www.originenergy.com.au/energy-plans,4.2,FALSE,FALSE"
"gas,vic_origin_basic,Origin Energy,Basic Gas,1900,/yr,Great for families,5% discount|Variable rates|Daily supply: 100c|Usage first: 3.5c/MJ|Remaining: 3.0c/MJ,https://www.originenergy.com.au/logo.png,#FF6600,https://www.originenergy.com.au/energy-plans,4.2,FALSE,FALSE"
"gas,vic_redenergy_qantas,Red Energy,Qantas Red Saver,1850,/yr,Variable rates with no lock-in,10% discount|Qantas points|Variable rates|Daily supply: 98c|Usage first: 3.4c/MJ|Remaining: 2.9c/MJ,https://www.redenergy.com.au/logo.png,#CC0000,https://www.redenergy.com.au/plans,3.8,FALSE,FALSE"
"gas,vic_redenergy_livingenergy,Red Energy,Living Energy Saver,1900,/yr,Great for families,5% discount|Variable rates|Daily supply: 98c|Usage first: 3.4c/MJ|Remaining: 2.9c/MJ,https://www.redenergy.com.au/logo.png,#CC0000,https://www.redenergy.com.au/plans,3.8,FALSE,FALSE"
"gas,vic_sumo_assured,Sumo,Assured Gas,1850,/yr,Variable rates with no lock-in,10% discount|Variable rates|Daily supply: 100c|Usage first: 3.5c/MJ|Remaining: 3.0c/MJ,https://www.sumoelectrical.com.au/logo.png,#0066CC,https://www.sumoelectrical.com.au/plans,3.5,FALSE,FALSE"
"gas,vic_sumo_saver,Sumo,Sumo Saver,1900,/yr,Great value plan,5% discount|Variable rates|Daily supply: 100c|Usage first: 3.5c/MJ|Remaining: 3.0c/MJ,https://www.sumoelectrical.com.au/logo.png,#0066CC,https://www.sumoelectrical.com.au/plans,3.5,FALSE,FALSE"
"gas,vic_powershop_standard,Powershop,Standard Saver,1850,/yr,Variable rates with no lock-in,10% discount|Variable rates|Daily supply: 102c|Usage first: 3.6c/MJ|Remaining: 3.1c/MJ,https://powershop.com.au/logo.png,#00CC00,https://powershop.com.au/plans,3.7,FALSE,FALSE"
"gas,vic_lumo_value,Lumo Energy,Value Green,1850,/yr,Variable rates with no lock-in,10% discount|Green energy option|Variable rates|Daily supply: 100c|Usage first: 3.5c/MJ|Remaining: 3.0c/MJ,https://www.lumoenergy.com.au/logo.png,#FF9900,https://www.lumoenergy.com.au/energy-plans,3.6,FALSE,TRUE"
"gas,vic_dodo_market,Dodo,Market Offer,1850,/yr,Variable rates with no lock-in,10% discount|Variable rates|Daily supply: 98c|Usage first: 3.4c/MJ|Remaining: 2.9c/MJ,https://www.dodo.com/logo.png,#FF6600,https://www.dodo.com/energy-plans,3.4,FALSE,FALSE"
"gas,vic_covau_freedom,CovaU,Freedom Plan,1850,/yr,Variable rates with no lock-in,10% discount|Variable rates|Daily supply: 100c|Usage first: 3.5c/MJ|Remaining: 3.0c/MJ,https://www.covau.com.au/logo.png,#0099CC,https://www.covau.com.au/plans,3.2,FALSE,FALSE"
"gas,vic_diamond_thrive,Diamond Energy,Thrive Plan,1850,/yr,Variable rates with no lock-in,10% discount|Green energy|Variable rates|Daily supply: 100c|Usage first: 3.5c/MJ|Remaining: 3.0c/MJ,https://diamondenergy.com.au/logo.png,#00CC33,https://diamondenergy.com.au/plans,3.9,FALSE,TRUE"
"gas,vic_globird_boost,GloBird Energy,Boost Plan,1850,/yr,Variable rates with no lock-in,10% discount|Variable rates|Daily supply: 98c|Usage first: 3.4c/MJ|Remaining: 2.9c/MJ,https://globirdenergy.com.au/logo.png,#FFCC00,https://globirdenergy.com.au/plans,3.3,FALSE,FALSE"
"gas,vic_alinta_home,Alinta Energy,Home Deal,1850,/yr,Variable rates with no lock-in,10% discount|Variable rates|Daily supply: 100c|Usage first: 3.5c/MJ|Remaining: 3.0c/MJ,https://alintaenergy.com.au/logo.png,#FF0000,https://alintaenergy.com.au/residential/plans,3.5,FALSE,FALSE"
"gas,vic_engin_saver,ENGIE,Saver Plan,1850,/yr,Variable rates with no lock-in,10% discount|Variable rates|Daily supply: 98c|Usage first: 3.4c/MJ|Remaining: 2.9c/MJ,https://www.engie.com.au/logo.png,#009966,https://www.engie.com.au/plans,3.4,FALSE,FALSE"
"gas,vic_energy_locals_online,Energy Locals,Online Member,0,/yr,Variable rates with no lock-in,Wholesale rates|Variable rates|Daily supply: 95c|Usage first: 3.2c/MJ|Remaining: 2.8c/MJ,https://energylocals.com.au/logo.png,#00CC66,https://energylocals.com.au/plans,3.8,FALSE,FALSE"
"gas,vic_momentum_smile,Momentum Energy,SmilePower Flexi,1850,/yr,Variable rates with no lock-in,10% discount|Variable rates|Daily supply: 100c|Usage first: 3.5c/MJ|Remaining: 3.0c/MJ,https://www.momentumenergy.com.au/logo.png,#FFCC00,https://www.momentumenergy.com.au/plans,3.6,FALSE,FALSE"
"gas,vic_ovo_drive,OVO Energy,The EV Plan,0,/yr,Variable rates with no lock-in,EV charging credits|Variable rates|Daily supply: 95c|Usage first: 3.2c/MJ|Remaining: 2.8c/MJ,https://ovoenergy.com.au/logo.png,#0099FF,https://ovoenergy.com.au/plans,3.5,FALSE,FALSE"
"gas,vic_nectr_clean,Nectr,Clean Plan,1850,/yr,Variable rates with no lock-in,10% discount|Green energy|Variable rates|Daily supply: 100c|Usage first: 3.5c/MJ|Remaining: 3.0c/MJ,https://nectr.com.au/logo.png,#00CC99,https://nectr.com.au/plans,3.4,FALSE,TRUE"
"gas,qld_agl_smartsaver,AGL,Smart Saver,742,/yr,Great for families with no lock-in,Variable rates|Daily supply: 124.19c|Usage: 3.78c/MJ,https://upload.wikimedia.org/wikipedia/commons/4/4a/AGL_Energy_logo.svg,#ED0000,https://www.agl.com.au/residential/energy-plans,3.5,FALSE,FALSE"
"gas,qld_origin_go,Origin Energy,Go Gas Variable,700,/yr,Variable rates with no lock-in,15% discount|Variable rates|Daily supply: 110c|Usage: 3.5c/MJ,https://www.originenergy.com.au/logo.png,#FF6600,https://www.originenergy.com.au/energy-plans,4.2,FALSE,FALSE"
"gas,qld_origin_basic,Origin Energy,Basic Gas,750,/yr,Great for families,10% discount|Variable rates|Daily supply: 110c|Usage: 3.5c/MJ,https://www.originenergy.com.au/logo.png,#FF6600,https://www.originenergy.com.au/energy-plans,4.2,FALSE,FALSE"
"gas,qld_redenergy_qantas,Red Energy,Qantas Red Saver,700,/yr,Variable rates with no lock-in,15% discount|Qantas points|Variable rates|Daily supply: 108c|Usage: 3.4c/MJ,https://www.redenergy.com.au/logo.png,#CC0000,https://www.redenergy.com.au/plans,3.8,FALSE,FALSE"
"gas,qld_redenergy_livingenergy,Red Energy,Living Energy Saver,750,/yr,Great for families,10% discount|Variable rates|Daily supply: 108c|Usage: 3.4c/MJ,https://www.redenergy.com.au/logo.png,#CC0000,https://www.redenergy.com.au/plans,3.8,FALSE,FALSE"
"gas,qld_sumo_assured,Sumo,Assured Gas,700,/yr,Variable rates with no lock-in,15% discount|Variable rates|Daily supply: 110c|Usage: 3.5c/MJ,https://www.sumoelectrical.com.au/logo.png,#0066CC,https://www.sumoelectrical.com.au/plans,3.5,FALSE,FALSE"
"gas,qld_sumo_saver,Sumo,Sumo Saver,750,/yr,Great value plan,10% discount|Variable rates|Daily supply: 110c|Usage: 3.5c/MJ,https://www.sumoelectrical.com.au/logo.png,#0066CC,https://www.sumoelectrical.com.au/plans,3.5,FALSE,FALSE"
"gas,qld_powershop_standard,Powershop,Standard Saver,700,/yr,Variable rates with no lock-in,15% discount|Variable rates|Daily supply: 112c|Usage: 3.6c/MJ,https://powershop.com.au/logo.png,#00CC00,https://powershop.com.au/plans,3.7,FALSE,FALSE"
"gas,qld_lumo_value,Lumo Energy,Value Green,700,/yr,Variable rates with no lock-in,15% discount|Green energy option|Variable rates|Daily supply: 110c|Usage: 3.5c/MJ,https://www.lumoenergy.com.au/logo.png,#FF9900,https://www.lumoenergy.com.au/energy-plans,3.6,FALSE,TRUE"
"gas,qld_dodo_market,Dodo,Market Offer,700,/yr,Variable rates with no lock-in,15% discount|Variable rates|Daily supply: 108c|Usage: 3.4c/MJ,https://www.dodo.com/logo.png,#FF6600,https://www.dodo.com/energy-plans,3.4,FALSE,FALSE"
"gas,qld_covau_freedom,CovaU,Freedom Plan,700,/yr,Variable rates with no lock-in,15% discount|Variable rates|Daily supply: 110c|Usage: 3.5c/MJ,https://www.covau.com.au/logo.png,#0099CC,https://www.covau.com.au/plans,3.2,FALSE,FALSE"
"gas,qld_diamond_thrive,Diamond Energy,Thrive Plan,700,/yr,Variable rates with no lock-in,15% discount|Green energy|Variable rates|Daily supply: 110c|Usage: 3.5c/MJ,https://diamondenergy.com.au/logo.png,#00CC33,https://diamondenergy.com.au/plans,3.9,FALSE,TRUE"
"gas,qld_globird_boost,GloBird Energy,Boost Plan,700,/yr,Variable rates with no lock-in,15% discount|Variable rates|Daily supply: 108c|Usage: 3.4c/MJ,https://globirdenergy.com.au/logo.png,#FFCC00,https://globirdenergy.com.au/plans,3.3,FALSE,FALSE"
"gas,qld_alinta_home,Alinta Energy,Home Deal,700,/yr,Variable rates with no lock-in,15% discount|Variable rates|Daily supply: 110c|Usage: 3.5c/MJ,https://alintaenergy.com.au/logo.png,#FF0000,https://alintaenergy.com.au/residential/plans,3.5,FALSE,FALSE"
"gas,qld_engin_saver,ENGIE,Saver Plan,700,/yr,Variable rates with no lock-in,15% discount|Variable rates|Daily supply: 108c|Usage: 3.4c/MJ,https://www.engie.com.au/logo.png,#009966,https://www.engie.com.au/plans,3.4,FALSE,FALSE"
"gas,qld_energy_locals_online,Energy Locals,Online Member,0,/yr,Variable rates with no lock-in,Wholesale rates|Variable rates|Daily supply: 105c|Usage: 3.2c/MJ,https://energylocals.com.au/logo.png,#00CC66,https://energylocals.com.au/plans,3.8,FALSE,FALSE"
"gas,qld_momentum_smile,Momentum Energy,SmilePower Flexi,700,/yr,Variable rates with no lock-in,15% discount|Variable rates|Daily supply: 110c|Usage: 3.5c/MJ,https://www.momentumenergy.com.au/logo.png,#FFCC00,https://www.momentumenergy.com.au/plans,3.6,FALSE,FALSE"
"gas,qld_ovo_drive,OVO Energy,The EV Plan,0,/yr,Variable rates with no lock-in,EV charging credits|Variable rates|Daily supply: 105c|Usage: 3.2c/MJ,https://ovoenergy.com.au/logo.png,#0099FF,https://ovoenergy.com.au/plans,3.5,FALSE,FALSE"
"gas,qld_nectr_clean,Nectr,Clean Plan,700,/yr,Variable rates with no lock-in,15% discount|Green energy|Variable rates|Daily supply: 110c|Usage: 3.5c/MJ,https://nectr.com.au/logo.png,#00CC99,https://nectr.com.au/plans,3.4,FALSE,TRUE"
"gas,sa_agl_smartsaver,AGL,Smart Saver,1672,/yr,Great for families with no lock-in,Variable rates|Daily supply: 80.08c|First: 3.39c/MJ|Next: 3.09c/MJ|Remaining: 2.72c/MJ,https://upload.wikimedia.org/wikipedia/commons/4/4a/AGL_Energy_logo.svg,#ED0000,https://www.agl.com.au/residential/energy-plans,3.5,FALSE,FALSE"
"gas,sa_energyaus_flexi,EnergyAustralia,Flexi Plan,939,/yr,Variable rates with no lock-in,23% discount|Variable rates|Daily supply: 75c|First: 3.2c/MJ|Next: 2.9c/MJ|Remaining: 2.5c/MJ,https://www.energyaustralia.com.au/logo.png,#00A651,https://www.energyaustralia.com.au/plans,4.3,FALSE,FALSE"
"gas,sa_energyaus_ratefix,EnergyAustralia,Rate Fix,1073,/yr,Secure rates for 12 months,12% discount|Fixed rates|Daily supply: 75c|First: 3.2c/MJ|Next: 2.9c/MJ|Remaining: 2.5c/MJ,https://www.energyaustralia.com.au/logo.png,#00A651,https://www.energyaustralia.com.au/plans,4.3,FALSE,FALSE"
"gas,sa_energyaus_standing,EnergyAustralia,Standing Offer Home,1219,/yr,Standing offer prices,Variable rates|Daily supply: 75c|First: 3.2c/MJ|Next: 2.9c/MJ|Remaining: 2.5c/MJ,https://www.energyaustralia.com.au/logo.png,#00A651,https://www.energyaustralia.com.au/plans,4.3,FALSE,FALSE"
"gas,sa_origin_go,Origin Energy,Go Gas Variable,1600,/yr,Variable rates with no lock-in,10% discount|Variable rates|Daily supply: 78c|First: 3.3c/MJ|Next: 3.0c/MJ|Remaining: 2.6c/MJ,https://www.originenergy.com.au/logo.png,#FF6600,https://www.originenergy.com.au/energy-plans,4.2,FALSE,FALSE"
"gas,sa_origin_basic,Origin Energy,Basic Gas,1650,/yr,Great for families,5% discount|Variable rates|Daily supply: 78c|First: 3.3c/MJ|Next: 3.0c/MJ|Remaining: 2.6c/MJ,https://www.originenergy.com.au/logo.png,#FF6600,https://www.originenergy.com.au/energy-plans,4.2,FALSE,FALSE"
"gas,sa_redenergy_qantas,Red Energy,Qantas Red Saver,1600,/yr,Variable rates with no lock-in,10% discount|Qantas points|Variable rates|Daily supply: 75c|First: 3.2c/MJ|Next: 2.9c/MJ|Remaining: 2.5c/MJ,https://www.redenergy.com.au/logo.png,#CC0000,https://www.redenergy.com.au/plans,3.8,FALSE,FALSE"
"gas,sa_redenergy_livingenergy,Red Energy,Living Energy Saver,1650,/yr,Great for families,5% discount|Variable rates|Daily supply: 75c|First: 3.2c/MJ|Next: 2.9c/MJ|Remaining: 2.5c/MJ,https://www.redenergy.com.au/logo.png,#CC0000,https://www.redenergy.com.au/plans,3.8,FALSE,FALSE"
"gas,sa_sumo_assured,Sumo,Assured Gas,1600,/yr,Variable rates with no lock-in,10% discount|Variable rates|Daily supply: 78c|First: 3.3c/MJ|Next: 3.0c/MJ|Remaining: 2.6c/MJ,https://www.sumoelectrical.com.au/logo.png,#0066CC,https://www.sumoelectrical.com.au/plans,3.5,FALSE,FALSE"
"gas,sa_sumo_saver,Sumo,Sumo Saver,1650,/yr,Great value plan,5% discount|Variable rates|Daily supply: 78c|First: 3.3c/MJ|Next: 3.0c/MJ|Remaining: 2.6c/MJ,https://www.sumoelectrical.com.au/logo.png,#0066CC,https://www.sumoelectrical.com.au/plans,3.5,FALSE,FALSE"
"gas,sa_powershop_standard,Powershop,Standard Saver,1600,/yr,Variable rates with no lock-in,10% discount|Variable rates|Daily supply: 80c|First: 3.4c/MJ|Next: 3.1c/MJ|Remaining: 2.7c/MJ,https://powershop.com.au/logo.png,#00CC00,https://powershop.com.au/plans,3.7,FALSE,FALSE"
"gas,sa_lumo_value,Lumo Energy,Value Green,1600,/yr,Variable rates with no lock-in,10% discount|Green energy option|Variable rates|Daily supply: 78c|First: 3.3c/MJ|Next: 3.0c/MJ|Remaining: 2.6c/MJ,https://www.lumoenergy.com.au/logo.png,#FF9900,https://www.lumoenergy.com.au/energy-plans,3.6,FALSE,TRUE"
"gas,sa_dodo_market,Dodo,Market Offer,1600,/yr,Variable rates with no lock-in,10% discount|Variable rates|Daily supply: 75c|First: 3.2c/MJ|Next: 2.9c/MJ|Remaining: 2.5c/MJ,https://www.dodo.com/logo.png,#FF6600,https://www.dodo.com/energy-plans,3.4,FALSE,FALSE"
"gas,sa_covau_freedom,CovaU,Freedom Plan,1600,/yr,Variable rates with no lock-in,10% discount|Variable rates|Daily supply: 78c|First: 3.3c/MJ|Next: 3.0c/MJ|Remaining: 2.6c/MJ,https://www.covau.com.au/logo.png,#0099CC,https://www.covau.com.au/plans,3.2,FALSE,FALSE"
"gas,sa_diamond_thrive,Diamond Energy,Thrive Plan,1600,/yr,Variable rates with no lock-in,10% discount|Green energy|Variable rates|Daily supply: 78c|First: 3.3c/MJ|Next: 3.0c/MJ|Remaining: 2.6c/MJ,https://diamondenergy.com.au/logo.png,#00CC33,https://diamondenergy.com.au/plans,3.9,FALSE,TRUE"
"gas,act_energyaus_flexi,EnergyAustralia,Flexi Plan,939,/yr,Variable rates with no lock-in,No lock-in contracts|Variable rates|Daily supply: not specified|Usage: not specified,https://www.energyaustralia.com.au/logo.png,#00A651,https://www.energyaustralia.com.au/plans,4.3,FALSE,FALSE"
"mobile,aus_boost_21gb,Boost Mobile,21GB 28 Day Plan,18,/mo,Triple data first 3 recharges,21GB data|Unlimited calls/text|Data rollover|150Mbps cap|5G access,https://boost.com.au/logo.png,#F7901E,https://www.boost.com.au/plans,4.5,FALSE,FALSE"
"mobile,aus_boost_75gb,Boost Mobile,75GB 28 Day Plan,39,/mo,Triple data first 3 recharges,75GB data|Unlimited calls/text|International calls|Data rollover|150Mbps cap|5G access,https://boost.com.au/logo.png,#F7901E,https://www.boost.com.au/plans,4.5,FALSE,FALSE"
